team,pitchers_used,pitcher_age,era,innings_pitched,p_hits,p_runs,earned_runs,homeruns_allowed,walks_allowed,p_strikeouts,saves,hbp,era_plus,whip,hits_per_nine,hr_per_nine,walks_per_nine,so_per_nine,so_walk,p_left_on_base,year
ATL,18,27.5,3.53,1445.0,1334,631,566,144,438,893,42,27,103,1.226,8.3,0.9,2.7,5.6,2.04,1076,1969.0
BAL,14,27.7,2.83,1473.2,1194,517,463,117,498,897,36,22,126,1.148,7.3,0.7,3.0,5.5,1.80,1033,1969.0
BOS,19,26.5,3.92,1466.2,1423,736,639,155,685,935,41,48,98,1.437,8.7,1.0,4.2,5.7,1.37,1257,1969.0
CAL,19,26.6,3.54,1438.1,1294,652,566,126,517,885,39,51,98,1.259,8.1,0.8,3.2,5.5,1.71,1032,1969.0
CHC,17,27.6,3.34,1454.1,1366,611,540,118,475,1017,27,29,121,1.266,8.5,0.7,2.9,6.3,2.14,1129,1969.0
CHW,20,28.4,4.21,1437.2,1470,723,672,146,564,810,25,33,93,1.415,9.2,0.9,3.5,5.1,1.44,1168,1969.0
CIN,17,27.3,4.11,1465.0,1478,768,669,149,611,818,44,56,91,1.426,9.1,0.9,3.8,5.0,1.34,1270,1969.0
CLE,16,27.3,3.94,1437.0,1330,717,629,134,681,1000,22,48,95,1.399,8.3,0.8,4.3,6.3,1.47,1198,1969.0
DET,16,28.1,3.31,1455.1,1250,601,536,128,586,1032,28,34,113,1.262,7.7,0.8,3.6,6.4,1.76,1138,1969.0
HOU,18,25.6,3.60,1435.2,1347,668,574,111,547,1221,34,35,99,1.319,8.4,0.7,3.4,7.7,2.23,1151,1969.0
KCR,16,25.2,3.72,1464.2,1357,688,605,136,560,894,25,25,99,1.309,8.3,0.8,3.4,5.5,1.60,1140,1969.0
LAD,14,27.3,3.08,1457.0,1324,561,499,122,420,975,31,38,108,1.197,8.2,0.8,2.6,6.0,2.32,1096,1969.0
MIN,15,28.9,3.24,1497.2,1388,618,539,119,524,906,43,38,114,1.277,8.3,0.7,3.1,5.4,1.73,1183,1969.0
MON,18,26.8,4.33,1426.0,1429,791,686,145,702,973,21,49,85,1.494,9.0,0.9,4.4,6.1,1.39,1238,1969.0
NYM,15,25.8,2.99,1468.1,1217,541,487,119,517,1012,35,29,122,1.181,7.5,0.7,3.2,6.2,1.96,1081,1969.0
NYY,14,26.6,3.23,1440.2,1258,587,517,118,522,801,20,18,108,1.236,7.9,0.7,3.3,5.0,1.53,1080,1969.0
OAK,15,24.3,3.71,1480.2,1356,678,611,163,586,887,36,39,92,1.312,8.2,1.0,3.6,5.4,1.51,1125,1969.0
PHI,15,26.1,4.14,1434.0,1494,745,660,134,570,921,21,38,86,1.439,9.4,0.8,3.6,5.8,1.62,1217,1969.0
PIT,16,28.2,3.61,1445.2,1348,652,580,96,553,1124,33,37,97,1.315,8.4,0.6,3.4,7.0,2.03,1130,1969.0
SDP,17,24.9,4.24,1422.1,1454,746,670,113,592,764,25,39,84,1.438,9.2,0.7,3.7,4.8,1.29,1201,1969.0
SEP,25,28.4,4.35,1463.2,1490,799,707,172,653,963,33,47,83,1.464,9.2,1.1,4.0,5.9,1.47,1257,1969.0
SFG,14,29.5,3.26,1473.2,1381,636,533,120,461,906,17,35,109,1.250,8.4,0.7,2.8,5.5,1.97,1130,1969.0
STL,20,27.9,2.94,1460.1,1289,540,477,99,511,1004,26,31,122,1.233,7.9,0.6,3.1,6.2,1.96,1152,1969.0
WSA,16,27.0,3.49,1447.1,1310,644,561,135,656,835,41,36,99,1.358,8.1,0.8,4.1,5.2,1.27,1196,1969.0
ATL,17,28.7,4.33,1430.2,1451,772,688,185,478,960,24,30,98,1.348,9.1,1.2,3.0,6.0,2.01,1115,1970.0
BAL,12,28.5,3.15,1478.2,1317,574,517,139,469,941,31,23,116,1.208,8.0,0.8,2.9,5.7,2.01,1090,1970.0
BOS,20,27.9,3.87,1446.1,1391,722,622,156,594,1003,44,44,103,1.372,8.7,1.0,3.7,6.2,1.69,1198,1970.0
CAL,16,26.0,3.48,1462.1,1280,630,566,154,559,922,49,43,104,1.258,7.9,0.9,3.4,5.7,1.65,1083,1970.0
CHC,18,27.7,3.76,1435.0,1402,679,599,143,475,1000,25,25,119,1.308,8.8,0.9,3.0,6.3,2.11,1102,1970.0
CHW,21,27.0,4.54,1430.1,1554,822,722,164,556,762,30,44,84,1.475,9.8,1.0,3.5,4.8,1.37,1159,1970.0
CIN,15,25.2,3.69,1444.2,1370,681,592,118,592,843,60,29,113,1.358,8.5,0.7,3.7,5.3,1.42,1169,1970.0
CLE,16,25.9,3.91,1451.1,1333,675,630,163,689,1076,35,40,100,1.393,8.3,1.0,4.3,6.7,1.56,1202,1970.0
DET,16,26.6,4.09,1447.1,1443,731,658,153,623,1045,39,35,92,1.427,9.0,1.0,3.9,6.5,1.68,1246,1970.0
HOU,17,26.3,4.23,1456.0,1491,763,685,131,577,942,35,41,92,1.420,9.2,0.8,3.6,5.8,1.63,1206,1970.0
KCR,17,26.2,3.78,1463.2,1346,705,615,138,641,915,25,34,99,1.358,8.3,0.8,3.9,5.6,1.43,1157,1970.0
LAD,16,26.7,3.82,1458.2,1394,684,619,164,496,880,42,34,100,1.296,8.6,1.0,3.1,5.4,1.77,1132,1970.0
MIL,19,27.8,4.21,1446.2,1397,751,676,146,587,895,27,45,90,1.371,8.7,0.9,3.7,5.6,1.52,1146,1970.0
MIN,13,28.1,3.23,1448.1,1329,605,520,130,486,940,58,37,118,1.253,8.3,0.8,3.0,5.8,1.93,1122,1970.0
MON,17,26.7,4.50,1438.2,1434,807,720,162,716,914,32,49,91,1.494,9.0,1.0,4.5,5.7,1.28,1224,1970.0
NYM,14,26.1,3.45,1459.2,1260,630,559,135,575,1064,32,26,116,1.257,7.8,0.8,3.5,6.6,1.85,1125,1970.0
NYY,17,27.5,3.24,1471.2,1386,612,530,130,451,777,49,26,109,1.248,8.5,0.8,2.8,4.8,1.72,1116,1970.0
OAK,16,27.2,3.30,1442.2,1253,593,529,134,542,858,40,34,108,1.244,7.8,0.8,3.4,5.4,1.58,1108,1970.0
PHI,15,28.8,4.17,1461.0,1483,730,677,132,538,1047,36,33,97,1.383,9.1,0.8,3.3,6.4,1.95,1181,1970.0
PIT,20,27.9,3.70,1453.2,1386,664,597,106,625,990,43,36,106,1.383,8.6,0.7,3.9,6.1,1.58,1172,1970.0
SDP,16,26.4,4.36,1440.1,1483,788,697,149,611,886,32,38,91,1.454,9.3,0.9,3.8,5.5,1.45,1217,1970.0
SFG,16,28.4,4.50,1457.2,1514,826,729,156,604,931,30,30,90,1.453,9.3,1.0,3.7,5.7,1.54,1209,1970.0
STL,22,26.4,4.06,1475.2,1483,747,665,102,632,960,20,22,103,1.433,9.0,0.6,3.9,5.9,1.52,1251,1970.0
WSA,17,27.6,3.80,1457.2,1375,689,615,139,611,823,40,27,93,1.362,8.5,0.9,3.8,5.1,1.35,1146,1970.0
ATL,14,28.5,3.75,1474.2,1529,699,614,152,485,823,31,28,99,1.366,9.3,0.9,3.0,5.0,1.70,1188,1971.0
BAL,13,29.5,2.99,1415.1,1257,530,470,125,416,793,22,18,113,1.182,8.0,0.8,2.6,5.0,1.91,1023,1971.0
BOS,15,29.1,3.80,1443.0,1424,667,610,136,535,871,35,42,97,1.358,8.9,0.8,3.3,5.4,1.63,1194,1971.0
CAL,14,26.4,3.10,1481.0,1246,576,510,101,607,904,32,36,105,1.251,7.6,0.6,3.7,5.5,1.49,1149,1971.0
CHC,15,28.7,3.61,1444.0,1458,648,579,132,411,900,13,26,108,1.294,9.1,0.8,2.6,5.6,2.19,1114,1971.0
CHW,14,25.9,3.12,1450.1,1348,597,503,100,468,976,32,29,116,1.252,8.4,0.6,2.9,6.1,2.09,1141,1971.0
CIN,15,25.1,3.35,1444.0,1298,581,538,112,501,750,38,27,98,1.246,8.1,0.7,3.1,4.7,1.50,1075,1971.0
CLE,16,25.1,4.28,1440.0,1352,747,684,154,770,937,32,48,90,1.474,8.5,1.0,4.8,5.9,1.22,1259,1971.0
DET,18,26.7,3.63,1468.1,1355,645,593,126,609,1000,32,49,100,1.338,8.3,0.8,3.7,6.1,1.64,1218,1971.0
HOU,17,26.5,3.13,1471.1,1318,567,512,75,475,914,25,60,108,1.219,8.1,0.5,2.9,5.6,1.92,1140,1971.0
KCR,16,26.7,3.25,1420.1,1301,566,513,84,496,775,44,36,105,1.265,8.2,0.5,3.1,4.9,1.56,1099,1971.0
LAD,14,28.4,3.23,1449.2,1363,587,521,110,399,853,33,19,100,1.215,8.5,0.7,2.5,5.3,2.14,1052,1971.0
MIL,15,26.0,3.38,1416.1,1303,609,532,130,569,795,32,27,102,1.322,8.3,0.8,3.6,5.1,1.40,1118,1971.0
MIN,14,27.3,3.81,1416.2,1384,670,600,139,529,895,25,40,93,1.350,8.8,0.9,3.4,5.7,1.69,1150,1971.0
MON,12,27.0,4.12,1434.1,1418,729,656,133,658,829,25,31,85,1.447,8.9,0.8,4.1,5.2,1.26,1201,1971.0
NYM,13,26.1,2.99,1466.1,1227,550,487,100,529,1157,22,40,114,1.198,7.5,0.6,3.2,7.1,2.19,1129,1971.0
NYY,15,27.3,3.43,1452.0,1382,641,554,126,423,707,12,23,95,1.243,8.6,0.8,2.6,4.4,1.67,1049,1971.0
OAK,16,26.5,3.05,1469.1,1229,564,498,131,501,999,36,33,109,1.177,7.5,0.8,3.1,6.1,1.99,1047,1971.0
PHI,14,28.6,3.71,1470.2,1396,688,607,132,525,838,25,37,96,1.306,8.5,0.8,3.2,5.1,1.60,1107,1971.0
PIT,15,27.7,3.31,1461.0,1426,599,537,108,470,813,48,31,104,1.298,8.8,0.7,2.9,5.0,1.73,1183,1971.0
SDP,16,26.3,3.22,1438.0,1351,610,515,93,559,923,17,28,103,1.328,8.5,0.6,3.5,5.8,1.65,1200,1971.0
SFG,13,28.5,3.32,1454.2,1324,644,536,128,471,831,30,30,103,1.234,8.2,0.8,2.9,5.1,1.76,1086,1971.0
STL,23,27.1,3.85,1467.0,1482,699,628,104,576,911,22,38,94,1.403,9.1,0.6,3.5,5.6,1.58,1266,1971.0
WSA,14,26.4,3.70,1418.2,1376,660,583,132,554,762,26,45,89,1.360,8.7,0.8,3.5,4.8,1.38,1141,1971.0
ATL,17,28.2,4.27,1377.0,1412,730,654,155,512,732,27,26,89,1.397,9.2,1.0,3.3,4.8,1.43,1106,1972.0
BAL,11,28.8,2.53,1371.2,1116,430,386,85,395,788,21,15,121,1.102,7.3,0.6,2.6,5.2,1.99,948,1972.0
BOS,17,28.9,3.47,1382.2,1309,620,533,101,512,918,25,39,93,1.317,8.5,0.7,3.3,6.0,1.79,1107,1972.0
CAL,16,27.5,3.06,1377.2,1109,533,469,90,620,1000,16,28,96,1.255,7.2,0.6,4.1,6.5,1.61,1083,1972.0
CHC,15,28.7,3.22,1398.2,1329,567,500,112,421,824,32,34,118,1.251,8.6,0.7,2.7,5.3,1.96,1085,1972.0
CHW,17,26.0,3.12,1385.1,1269,538,480,94,431,936,42,27,102,1.227,8.2,0.6,2.8,6.1,2.17,1049,1972.0
CIN,13,25.5,3.21,1412.2,1313,557,504,129,435,806,60,20,101,1.237,8.4,0.8,2.8,5.1,1.85,1067,1972.0
CLE,16,26.6,2.92,1410.0,1232,519,457,123,534,846,25,40,109,1.252,7.9,0.8,3.4,5.4,1.58,1129,1972.0
DET,20,27.8,2.96,1388.1,1212,514,457,101,465,952,33,47,108,1.208,7.9,0.7,3.0,6.2,2.05,1069,1972.0
HOU,14,26.3,3.77,1385.1,1340,636,580,114,498,971,31,38,89,1.327,8.7,0.7,3.2,6.3,1.95,1098,1972.0
KCR,15,27.4,3.24,1381.1,1293,545,497,85,405,801,28,30,93,1.229,8.4,0.6,2.6,5.2,1.98,1009,1972.0
LAD,14,30.3,2.78,1403.0,1196,527,434,83,429,856,29,34,121,1.158,7.7,0.5,2.8,5.5,2.00,1059,1972.0
MIL,14,25.9,3.45,1391.2,1289,595,534,116,486,740,32,33,88,1.275,8.3,0.8,3.1,4.8,1.52,1087,1972.0
MIN,12,26.9,2.84,1399.1,1188,535,441,105,444,838,34,37,113,1.166,7.6,0.7,2.9,5.4,1.89,1018,1972.0
MON,12,25.9,3.59,1401.1,1281,609,559,103,579,888,23,26,98,1.327,8.2,0.7,3.7,5.7,1.53,1101,1972.0
NYM,14,26.1,3.26,1414.2,1263,578,513,118,486,1059,41,30,103,1.236,8.0,0.8,3.1,6.7,2.18,1075,1972.0
NYY,18,28.1,3.05,1373.1,1306,527,465,87,419,625,39,30,97,1.256,8.6,0.6,2.7,4.1,1.49,1079,1972.0
OAK,15,27.0,2.58,1417.2,1170,457,406,96,418,862,43,19,111,1.120,7.4,0.6,2.7,5.5,2.06,1010,1972.0
PHI,16,27.0,3.66,1400.0,1318,635,570,117,536,927,15,29,98,1.324,8.5,0.8,3.4,6.0,1.73,1097,1972.0
PIT,13,27.9,2.81,1414.1,1282,512,441,90,433,838,48,29,120,1.213,8.2,0.6,2.8,5.3,1.94,1090,1972.0
SDP,15,25.2,3.78,1403.2,1350,665,589,121,618,960,19,40,87,1.402,8.7,0.8,4.0,6.2,1.55,1214,1972.0
SFG,15,27.0,3.69,1386.1,1309,649,569,130,507,771,23,31,95,1.310,8.5,0.8,3.3,5.0,1.52,1079,1972.0
STL,22,27.9,3.42,1399.2,1290,600,532,87,531,912,13,21,101,1.301,8.3,0.6,3.4,5.9,1.72,1090,1972.0
TEX,16,25.6,3.53,1374.2,1258,628,539,92,613,868,34,48,86,1.361,8.2,0.6,4.0,5.7,1.42,1159,1972.0
ATL,21,28.2,4.25,1462.0,1467,774,690,144,575,803,35,28,94,1.397,9.0,0.9,3.5,4.9,1.40,1142,1973.0
BAL,12,28.8,3.07,1461.2,1297,561,498,124,475,715,26,20,121,1.212,8.0,0.8,2.9,4.4,1.51,1043,1973.0
BOS,15,28.3,3.65,1440.1,1417,647,584,158,499,808,33,32,110,1.330,8.9,1.0,3.1,5.0,1.62,1122,1973.0
CAL,14,28.3,3.53,1456.1,1351,657,571,104,614,1010,19,41,99,1.349,8.3,0.6,3.8,6.2,1.65,1230,1973.0
CHC,12,27.6,3.66,1437.2,1471,655,584,128,438,885,40,30,108,1.328,9.2,0.8,2.7,5.5,2.02,1123,1973.0
CHW,15,27.6,3.86,1456.0,1484,705,625,110,574,848,35,38,104,1.413,9.2,0.7,3.5,5.2,1.48,1219,1973.0
CIN,13,26.7,3.40,1473.0,1389,621,557,135,518,801,43,29,100,1.295,8.5,0.8,3.2,4.9,1.55,1153,1973.0
CLE,16,28.6,4.58,1464.2,1532,826,746,172,602,883,21,39,86,1.457,9.4,1.1,3.7,5.4,1.47,1164,1973.0
DET,16,30.4,3.90,1447.2,1468,674,627,154,493,911,46,30,104,1.355,9.1,1.0,3.1,5.7,1.85,1141,1973.0
HOU,15,26.3,3.75,1460.2,1389,672,608,111,575,907,26,29,95,1.345,8.6,0.7,3.5,5.6,1.58,1182,1973.0
KCR,16,25.9,4.19,1449.1,1521,752,675,114,617,790,41,33,97,1.475,9.4,0.7,3.8,4.9,1.28,1223,1973.0
LAD,14,29.9,3.00,1491.0,1270,565,497,129,461,961,38,29,117,1.161,7.7,0.8,2.8,5.8,2.08,1062,1973.0
MIL,16,26.0,3.98,1454.0,1476,731,643,119,623,671,28,28,95,1.444,9.1,0.7,3.9,4.2,1.08,1213,1973.0
MIN,13,26.6,3.77,1451.2,1443,692,608,115,519,879,34,36,105,1.352,8.9,0.7,3.2,5.4,1.69,1164,1973.0
MON,15,26.2,3.71,1451.2,1356,702,599,128,681,866,38,31,102,1.403,8.4,0.8,4.2,5.4,1.27,1214,1973.0
NYM,16,27.2,3.26,1465.0,1345,588,531,127,490,1027,40,23,111,1.253,8.3,0.8,3.0,6.3,2.10,1144,1973.0
NYY,15,29.4,3.34,1427.2,1379,610,530,109,457,708,39,26,110,1.286,8.7,0.7,2.9,4.5,1.55,1104,1973.0
OAK,12,26.8,3.29,1457.1,1311,615,532,143,494,797,41,30,109,1.239,8.1,0.9,3.1,4.9,1.61,1061,1973.0
PHI,15,26.4,3.99,1447.1,1435,717,642,131,632,919,22,32,95,1.428,8.9,0.8,3.9,5.7,1.45,1182,1973.0
PIT,16,28.8,3.73,1450.2,1426,693,602,110,564,839,44,40,95,1.372,8.8,0.7,3.5,5.2,1.49,1199,1973.0
SDP,12,25.4,4.16,1430.0,1461,770,661,157,548,845,23,27,83,1.405,9.2,1.0,3.4,5.3,1.54,1132,1973.0
SFG,14,26.8,3.79,1452.1,1442,702,612,145,485,787,44,30,102,1.327,8.9,0.9,3.0,4.9,1.62,1160,1973.0
STL,19,28.6,3.25,1460.2,1366,603,528,105,486,867,36,30,113,1.268,8.4,0.6,3.0,5.3,1.78,1163,1973.0
TEX,20,26.1,4.64,1430.0,1514,844,737,130,680,831,27,44,80,1.534,9.5,0.8,4.3,5.2,1.22,1241,1973.0
ATL,15,29.5,3.05,1474.1,1343,563,500,97,488,772,22,26,124,1.242,8.2,0.6,3.0,4.7,1.58,1145,1974.0
BAL,11,28.7,3.27,1474.0,1393,612,536,101,480,701,25,25,105,1.271,8.5,0.6,2.9,4.3,1.46,1091,1974.0
BOS,13,29.2,3.72,1455.1,1462,661,601,126,463,751,18,30,105,1.323,9.0,0.8,2.9,4.6,1.62,1133,1974.0
CAL,20,25.6,3.52,1439.0,1339,657,563,101,649,986,12,47,97,1.382,8.4,0.6,4.1,6.2,1.52,1216,1974.0
CHC,14,25.5,4.28,1466.1,1593,826,697,122,576,895,26,40,89,1.479,9.8,0.7,3.5,5.5,1.55,1293,1974.0
CHW,17,28.2,3.94,1465.2,1470,721,641,103,548,826,29,51,96,1.377,9.0,0.6,3.4,5.1,1.51,1175,1974.0
CIN,15,27.3,3.41,1466.1,1364,631,556,126,536,875,27,17,102,1.296,8.4,0.8,3.3,5.4,1.63,1160,1974.0
CLE,18,31.5,3.80,1445.2,1419,694,611,138,479,650,27,34,95,1.313,8.8,0.9,3.0,4.0,1.36,1073,1974.0
DET,12,28.9,4.16,1455.2,1443,768,673,148,621,869,15,36,91,1.418,8.9,0.9,3.8,5.4,1.40,1146,1974.0
HOU,15,27.6,3.46,1450.2,1396,632,558,84,601,738,18,37,100,1.377,8.7,0.5,3.7,4.6,1.23,1241,1974.0
KCR,13,28.6,3.51,1471.2,1477,662,574,91,482,731,17,30,109,1.331,9.0,0.6,2.9,4.5,1.52,1179,1974.0
LAD,13,28.9,2.97,1465.1,1272,561,484,112,464,943,23,24,115,1.185,7.8,0.7,2.8,5.8,2.03,1099,1974.0
MIL,14,26.1,3.76,1457.2,1476,660,609,126,493,621,24,25,96,1.351,9.1,0.8,3.0,3.8,1.26,1138,1974.0
MIN,13,26.4,3.64,1455.1,1436,669,589,115,513,934,29,38,104,1.339,8.9,0.7,3.2,5.8,1.82,1146,1974.0
MON,14,25.8,3.60,1429.0,1340,657,571,99,544,822,27,29,107,1.318,8.4,0.6,3.4,5.2,1.51,1108,1974.0
NYM,16,28.2,3.42,1470.1,1433,646,558,99,504,908,14,27,106,1.317,8.8,0.6,3.1,5.6,1.80,1171,1974.0
NYY,19,28.4,3.31,1455.1,1402,623,535,104,528,829,24,33,108,1.326,8.7,0.6,3.3,5.1,1.57,1154,1974.0
OAK,11,27.1,2.95,1439.2,1322,551,472,90,430,755,28,25,113,1.217,8.3,0.6,2.7,4.7,1.76,1067,1974.0
PHI,19,27.6,3.91,1447.1,1394,701,629,111,682,892,19,31,97,1.434,8.7,0.7,4.2,5.5,1.31,1221,1974.0
PIT,17,27.7,3.49,1466.0,1428,657,568,93,543,721,17,33,99,1.344,8.8,0.6,3.3,4.4,1.33,1226,1974.0
SDP,18,24.8,4.58,1445.2,1536,830,736,124,715,855,19,48,78,1.557,9.6,0.8,4.5,5.3,1.20,1345,1974.0
SFG,17,25.3,3.78,1439.0,1409,723,604,116,559,756,25,24,101,1.368,8.8,0.7,3.5,4.7,1.35,1174,1974.0
STL,16,28.9,3.48,1473.1,1399,643,570,97,616,794,20,24,103,1.368,8.5,0.6,3.8,4.9,1.29,1216,1974.0
TEX,15,28.1,3.82,1433.2,1423,698,609,126,449,871,12,40,93,1.306,8.9,0.8,2.8,5.5,1.94,1064,1974.0
ATL,19,29.5,3.91,1430.0,1543,739,622,101,519,669,24,44,97,1.442,9.7,0.6,3.3,4.2,1.29,1250,1975.0
BAL,13,29.1,3.17,1451.0,1285,553,511,110,500,717,21,12,112,1.230,8.0,0.7,3.1,4.4,1.43,1037,1975.0
BOS,12,28.8,3.98,1436.2,1463,709,636,145,490,720,31,20,104,1.359,9.2,0.9,3.1,4.5,1.47,1110,1975.0
CAL,19,26.3,3.89,1453.1,1386,723,628,123,613,975,16,39,91,1.375,8.6,0.8,3.8,6.0,1.59,1159,1975.0
CHC,19,27.1,4.49,1444.1,1587,827,721,130,551,850,33,40,84,1.480,9.9,0.8,3.4,5.3,1.54,1223,1975.0
CHW,20,30.8,3.93,1452.1,1489,703,634,107,655,799,39,33,100,1.476,9.2,0.7,4.1,5.0,1.22,1283,1975.0
CIN,12,27.6,3.37,1459.0,1422,586,546,112,487,663,50,29,107,1.308,8.8,0.7,3.0,4.1,1.36,1195,1975.0
CLE,19,27.8,3.84,1435.1,1395,703,613,136,599,800,33,35,98,1.389,8.7,0.9,3.8,5.0,1.34,1147,1975.0
DET,15,27.4,4.27,1396.0,1496,786,663,137,533,787,17,30,93,1.453,9.6,0.9,3.4,5.1,1.48,1153,1975.0
HOU,15,26.6,4.04,1458.1,1436,711,654,106,679,839,25,34,84,1.450,8.9,0.7,4.2,5.2,1.24,1251,1975.0
KCR,14,28.1,3.47,1456.2,1422,649,561,108,498,815,25,30,111,1.318,8.8,0.7,3.1,5.0,1.64,1137,1975.0
LAD,14,28.2,2.92,1469.2,1215,534,477,104,448,894,21,28,117,1.132,7.4,0.6,2.7,5.5,2.00,1072,1975.0
MIL,15,25.6,4.34,1431.2,1496,792,690,134,624,643,34,58,89,1.481,9.4,0.8,3.9,4.0,1.03,1231,1975.0
MIN,13,25.8,4.05,1423.0,1381,736,640,137,617,846,22,36,95,1.404,8.7,0.9,3.9,5.4,1.37,1141,1975.0
MON,14,26.8,3.72,1480.0,1448,690,612,102,665,831,25,37,104,1.428,8.8,0.6,4.0,5.1,1.25,1300,1975.0
NYM,16,27.0,3.39,1466.0,1344,625,552,99,580,989,31,24,102,1.312,8.3,0.6,3.6,6.1,1.71,1167,1975.0
NYY,12,28.7,3.29,1424.0,1325,588,520,104,502,809,20,21,113,1.283,8.4,0.7,3.2,5.1,1.61,1077,1975.0
OAK,14,29.1,3.27,1448.0,1267,606,526,102,523,784,44,37,111,1.236,7.9,0.6,3.3,4.9,1.50,1089,1975.0
PHI,15,27.3,3.82,1455.0,1353,694,618,111,546,897,30,25,98,1.305,8.4,0.7,3.4,5.5,1.64,1081,1975.0
PIT,14,27.8,3.01,1437.1,1302,565,480,79,551,768,31,20,117,1.289,8.2,0.5,3.5,4.8,1.39,1195,1975.0
SDP,14,25.6,3.48,1463.1,1494,683,566,99,521,713,20,24,100,1.377,9.2,0.6,3.2,4.4,1.37,1241,1975.0
SFG,14,24.9,3.74,1432.2,1406,671,595,92,612,856,24,38,102,1.409,8.8,0.6,3.8,5.4,1.40,1242,1975.0
STL,19,26.6,3.57,1454.2,1452,689,577,98,571,824,36,24,106,1.391,9.0,0.6,3.5,5.1,1.44,1251,1975.0
TEX,17,29.9,3.86,1465.2,1456,733,629,123,518,792,17,43,97,1.347,8.9,0.8,3.2,4.9,1.53,1122,1975.0
ATL,18,29.1,3.86,1438.0,1435,700,617,86,564,818,27,40,99,1.390,9.0,0.5,3.5,5.1,1.45,1218,1976.0
BAL,15,28.8,3.32,1468.2,1396,598,541,80,489,678,23,23,99,1.283,8.6,0.5,3.0,4.2,1.39,1133,1976.0
BOS,11,29.5,3.52,1458.0,1495,660,571,109,409,673,27,32,112,1.306,9.2,0.7,2.5,4.2,1.65,1119,1976.0
CAL,14,26.2,3.36,1477.1,1323,631,551,95,553,992,17,38,99,1.270,8.1,0.6,3.4,6.0,1.79,1122,1976.0
CHC,18,27.8,3.93,1471.1,1511,728,643,123,490,850,33,28,97,1.360,9.2,0.8,3.0,5.2,1.73,1147,1976.0
CHW,16,25.8,4.25,1448.0,1460,745,684,87,600,802,22,33,85,1.423,9.1,0.5,3.7,5.0,1.34,1157,1976.0
CIN,13,27.2,3.51,1471.0,1436,633,573,100,491,790,45,21,100,1.310,8.8,0.6,3.0,4.8,1.61,1145,1976.0
CLE,13,28.4,3.47,1432.0,1361,615,552,80,533,928,46,32,100,1.323,8.6,0.5,3.3,5.8,1.74,1114,1976.0
DET,12,26.7,3.87,1431.1,1426,709,615,101,550,738,20,30,96,1.381,9.0,0.6,3.5,4.6,1.34,1127,1976.0
HOU,17,25.6,3.56,1444.1,1349,657,571,82,662,780,29,25,90,1.392,8.4,0.5,4.1,4.9,1.18,1223,1976.0
KCR,17,27.6,3.21,1472.1,1356,611,525,83,493,735,35,31,110,1.256,8.3,0.5,3.0,4.5,1.49,1104,1976.0
LAD,12,28.3,3.02,1470.2,1330,543,493,97,479,747,28,23,112,1.230,8.1,0.6,2.9,4.6,1.56,1130,1976.0
MIL,17,26.0,3.64,1435.1,1406,655,581,99,567,677,27,39,96,1.375,8.8,0.6,3.6,4.2,1.19,1178,1976.0
MIN,13,26.6,3.69,1459.0,1421,704,599,89,610,762,23,38,97,1.392,8.8,0.5,3.8,4.7,1.25,1154,1976.0
MON,19,27.4,3.99,1440.0,1442,734,639,89,659,783,21,43,93,1.459,9.0,0.6,4.1,4.9,1.19,1228,1976.0
NYM,13,29.4,2.94,1449.0,1248,538,473,97,419,1025,25,23,111,1.150,7.8,0.6,2.6,6.4,2.45,1023,1976.0
NYY,14,29.2,3.19,1455.0,1300,575,516,97,448,674,37,17,109,1.201,8.0,0.6,2.8,4.2,1.50,1026,1976.0
OAK,12,27.9,3.26,1459.1,1412,598,528,96,415,711,29,30,103,1.252,8.7,0.6,2.6,4.4,1.71,1132,1976.0
PHI,11,29.8,3.08,1459.0,1377,557,499,98,397,918,44,19,115,1.216,8.5,0.6,2.4,5.7,2.31,1090,1976.0
PIT,12,27.6,3.36,1466.1,1402,630,548,95,460,762,35,18,103,1.270,8.6,0.6,2.8,4.7,1.66,1117,1976.0
SDP,16,26.2,3.65,1432.1,1368,662,581,87,543,652,18,20,90,1.334,8.6,0.5,3.4,4.1,1.20,1128,1976.0
SFG,14,25.8,3.53,1461.2,1464,686,573,68,518,746,31,23,103,1.356,9.0,0.4,3.2,4.6,1.44,1193,1976.0
STL,16,25.1,3.60,1453.2,1416,671,582,91,581,731,26,27,99,1.374,8.8,0.6,3.6,4.5,1.26,1180,1976.0
TEX,16,29.0,3.45,1472.0,1464,652,565,106,461,773,15,31,104,1.308,9.0,0.6,2.8,4.7,1.68,1139,1976.0
ATL,22,28.4,4.85,1445.1,1581,895,779,169,701,915,31,42,92,1.579,9.8,1.1,4.4,5.7,1.31,1304,1977.0
BAL,16,27.9,3.74,1451.0,1414,653,603,124,494,737,23,30,102,1.315,8.8,0.8,3.1,4.6,1.49,1064,1977.0
BOS,15,29.4,4.11,1428.0,1555,712,652,158,378,758,40,25,109,1.354,9.8,1.0,2.4,4.8,2.01,1080,1977.0
CAL,20,27.3,3.72,1437.2,1383,695,594,136,572,965,26,47,105,1.360,8.7,0.9,3.6,6.0,1.69,1140,1977.0
CHC,16,26.9,4.01,1468.0,1500,739,654,128,489,942,44,22,110,1.355,9.2,0.8,3.0,5.8,1.93,1111,1977.0
CHW,19,27.3,4.25,1444.2,1557,771,682,136,516,842,40,42,97,1.435,9.7,0.8,3.2,5.2,1.63,1217,1977.0
